Id2,Id,Estimate; Total:,"Estimate; Housing units with a mortgage, contract to purchase, or similar debt:","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both:","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both: - Second mortgage only","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both: - Home equity loan only","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - Both second mortgage and home equity loan","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - No second mortgage and no home equity loan",Estimate; Housing units without a mortgage
12086003914,1400000US12086003914,463,277,169,82,87,0,108,186
12086003915,1400000US12086003915,823,463,217,53,164,18,228,360
12086003915,1400000US12086003915,759,399,217,53,164,18,164,360
12086003915,1400000US12086003915,759,399,217,53,164,18,164,360
12086003915,1400000US12086003915,435,225,96,17,79,18,111,210
12086003915,1400000US12086003915,220,51,42,0,42,0,9,169
12086003915,1400000US12086003915,215,174,54,17,37,18,102,41
12086003915,1400000US12086003915,203,162,54,17,37,18,90,41
12086003915,1400000US12086003915,364,214,121,36,85,0,93,150
12086003915,1400000US12086003915,364,214,121,36,85,0,93,150
12086003915,1400000US12086003915,395,185,96,17,79,18,71,210
12086003915,1400000US12086003915,395,185,96,17,79,18,71,210
12086003916,1400000US12086003916,637,471,251,80,171,0,220,166
12086003916,1400000US12086003916,535,369,159,58,101,0,210,166
12086003916,1400000US12086003916,535,369,159,58,101,0,210,166
12086003916,1400000US12086003916,450,326,202,80,122,0,124,124
12086003916,1400000US12086003916,331,228,169,70,99,0,59,103
12086003916,1400000US12086003916,112,98,33,10,23,0,65,14
12086003916,1400000US12086003916,178,136,40,0,40,0,96,42
12086003916,1400000US12086003916,178,136,40,0,40,0,96,42
12086003916,1400000US12086003916,357,233,119,58,61,0,114,124
12086003916,1400000US12086003916,357,233,119,58,61,0,114,124
12086003917,1400000US12086003917,1024,854,130,10,120,0,724,170
12086003917,1400000US12086003917,739,646,130,10,120,0,516,93
12086003917,1400000US12086003917,739,646,130,10,120,0,516,93
12086003917,1400000US12086003917,627,542,55,0,55,0,487,85
12086003917,1400000US12086003917,348,296,24,0,24,0,272,52
12086003917,1400000US12086003917,331,283,75,10,65,0,208,48
12086003917,1400000US12086003917,331,283,75,10,65,0,208,48
12086003917,1400000US12086003917,408,363,55,0,55,0,308,45
12086003917,1400000US12086003917,408,363,55,0,55,0,308,45
12086003918,1400000US12086003918,393,290,87,39,48,0,203,103
12086003918,1400000US12086003918,299,244,61,39,22,0,183,55
12086003918,1400000US12086003918,319,264,61,39,22,0,203,55
